year,reported_month,region_of_origin,region_of_incident,country_of_origin,total_dead_and_missing,cause_of_death,migration_route,location_of_death,source,unsd_geographical_grouping,lat,lon
2016,6,6,3,104,1,66,Horn of Africa to Yemen crossing,899,862,4,9.3521044,42.7773712
2016,6,6,3,104,1,66,Horn of Africa to Yemen crossing,1416,862,4,9.3128486,42.1006391
2016,6,5,3,49,19,132,Sahara Desert crossing,26,631,4,-11.9493958,28.7256663
2016,6,10,1,104,1,132,US-Mexico border crossing,2346,1256,2,19.1165796,-97.7066592
2016,6,6,3,104,1,132,Sahara Desert crossing,1240,862,4,12.9944787,36.1824054
2016,6,10,1,104,1,52,US-Mexico border crossing,1166,1238,2,25.4802663,-100.9763379
2016,6,6,3,104,1,133,Sahara Desert crossing,563,862,4,-14.3850502,34.3069123
2016,6,6,3,104,2,132,Sahara Desert crossing,1348,862,4,-9.3304513,32.746017
2016,6,10,1,104,1,132,US-Mexico border crossing,1694,443,2,18.28446,-95.85083
2016,6,23,9,104,1,52,Sahara Desert crossing,2101,809,8,32.7811016,12.4495221
2016,6,23,9,104,1,133,Sahara Desert crossing,2389,809,8,32.86414222,13.1995780461
2016,6,23,9,104,3,133,Afghanistan to Iran,2389,809,8,32.86414222,13.1762320988
2016,7,5,18,49,1,132,Horn of Africa to Yemen crossing,890,1060,19,14.0026208,48.3474209
2016,7,25,4,104,3,15,Horn Africa to Yemen,1554,207,5,22.4219943,113.8064754
2016,7,2,1,43,1,133,US-Mexico border crossing,2581,976,2,14.7819808,-89.5737362
2016,7,0,0,21,15,15,Caribbean to US,319,394,17,18.3122676,-64.9290454
2016,7,6,3,104,1,66,Sahara Desert crossing,1442,862,4,-13.6123108,34.4195312
2016,7,2,1,60,1,15,US-Mexico border crossing,1833,467,2,14.8206001,-92.6428276
2016,7,10,1,104,1,132,US-Mexico border crossing,1524,993,2,19.5710097,-98.1702003
2016,7,6,3,104,1,66,Horn of Africa to Yemen crossing,1507,862,4,8.476128,47.3474798
2016,7,6,3,104,3,52,Horn of Africa to Yemen crossing,1381,862,4,9.5206381,45.5288885
2016,7,6,3,104,1,52,Sahara Desert crossing,2042,862,4,-5.3353193,38.5456152
2016,7,6,3,104,1,66,Horn of Africa to Yemen crossing,1395,862,4,9.5664333,41.3846783
2016,7,6,3,104,1,66,Horn of Africa to Yemen crossing,897,862,4,8.4066579,48.4713577
2016,7,6,9,104,2,52,Sahara Desert crossing,918,862,8,19.6019635,37.1745901
2016,7,6,9,104,1,52,Afghanistan to Iran,903,862,8,29.5001532,33.9979088
2016,7,10,1,104,1,132,US-Mexico border crossing,2294,1159,2,20.129511,-104.4682014
2016,7,19,13,64,26,15,Horn of Africa to Yemen crossing,1578,20,13,2.3444477,103.7365654
2016,7,23,1,104,1,52,Central America to US,663,393,2,11.6070169,-86.3051805
2016,7,2,1,78,1,133,US-Mexico border crossing,1719,475,2,20.1376251,-101.2231311
2016,7,13,9,99,9,133,Afghanistan to Iran,2066,816,8,30.3460913,33.9516386
2016,7,23,9,104,2,52,Sahara Desert crossing,1938,808,8,32.7811016,12.4495221
2016,7,23,9,104,1,33,Sahara Desert crossing,1938,808,8,32.7811016,12.4495221
2016,8,2,1,60,1,52,US-Mexico border crossing,818,647,2,25.7075289,-100.3233376
2016,8,2,1,60,1,52,US-Mexico border crossing,531,647,2,25.7069264,-100.3263996
2016,8,23,1,104,10,15,Central America to US,1539,739,2,11.2285554,-85.6081101
2016,8,2,1,60,2,133,Darien,2213,1008,2,14.0655566,-87.210592
2016,8,2,1,60,1,132,US-Mexico border crossing,2347,531,2,24.215586,-99.4332699
2016,8,2,1,43,1,33,US-Mexico border crossing,2608,928,2,20.4972401,-99.4826997
2016,8,6,3,104,1,52,Horn of Africa to Yemen crossing,1428,862,4,9.3521044,42.7773712
2016,8,0,11,59,1,33,Darien,1873,436,11,0.6446673,-77.975427
2016,8,2,1,60,3,132,US-Mexico border crossing,2007,347,2,22.1235044,-101.0261098
2016,8,6,3,104,1,52,Horn of Africa to Yemen crossing,1475,862,4,9.5080898,49.0770541
2016,8,0,11,59,1,66,Darien,1178,444,11,1.2140075,-77.2911072
2016,8,6,3,104,1,52,Sahara Desert crossing,2205,862,4,-12.2872858,27.7438557
2016,8,6,3,104,3,33,Comoros to Mayotte,1302,862,4,-11.6622396,39.5504518
2016,8,6,3,104,1,66,Sahara Desert crossing,1169,862,4,-9.5867007,34.375621
2016,8,6,3,104,1,133,Horn of Africa to Yemen crossing,592,862,4,0.9014645,41.0923379
2016,8,28,18,100,1,133,Syria to Türkiye,2134,46,19,32.5764645,36.0492865
2016,8,10,1,104,1,132,US-Mexico border crossing,1482,250,2,20.4129536,-100.0043814
2016,8,10,1,104,1,132,US-Mexico border crossing,1359,636,2,18.2681566,-95.8969461
2016,8,5,3,50,3,132,Comoros to Mayotte,1244,878,4,-13.2495055,27.6208173
2016,8,23,9,104,5,133,Afghanistan to Iran,2389,808,8,32.86414222,13.1762320988
2016,8,23,9,104,5,66,Afghanistan to Iran,2100,808,8,32.80188175,12.4495221
2016,9,2,1,60,1,66,US-Mexico border crossing,640,763,2,16.3551921,-94.1917494
2016,9,23,5,104,1,52,Western Mediterranean,954,943,16,37.261167,-6.9559125
2016,9,6,3,104,1,52,Horn of Africa to Yemen crossing,131,862,4,11.1496092,42.6992897
2016,9,6,3,104,2,52,Horn of Africa to Yemen crossing,1417,862,4,9.5488981,44.0293346
2016,9,6,3,104,1,52,Sahara Desert crossing,215,862,4,12.5561539,37.4133395
2016,9,6,3,104,1,52,Sahara Desert crossing,2400,862,4,-9.3095648,32.7689479
2016,9,23,1,25,1,52,Central America to US,1733,1071,2,11.1971661,-85.5140377
2016,9,2,1,60,1,132,US-Mexico border crossing,2263,734,2,18.2681566,-95.8969461
2016,9,0,1,59,1,66,Darien,1258,213,2,11.0970362,-85.6830116
2016,9,22,18,104,1,132,Horn of Africa to Yemen crossing,1077,1157,19,21.6688827,39.1538425
2016,9,6,3,104,1,66,Horn of Africa to Yemen crossing,768,862,4,-0.4591034,39.6310758
2016,9,6,3,104,1,133,Horn of Africa to Yemen crossing,1000,862,4,2.7769832,45.4992664
2016,9,6,3,104,1,66,Horn of Africa to Yemen crossing,1080,862,4,-0.3540976,42.5278184
2016,9,23,9,104,1,133,Sahara Desert crossing,2389,808,8,32.8872094,13.1913383
2016,10,5,3,49,7,132,Comoros to Mayotte,436,599,4,-12.5944295,38.794922
2016,10,6,3,104,1,66,Horn of Africa to Yemen crossing,993,862,4,9.3521044,42.7773712
2016,10,6,9,104,1,66,Central Mediterranean,2574,862,8,32.9284274,12.0446304
2016,10,2,1,38,6,33,US-Mexico border crossing,221,712,2,18.2681566,-95.8969461
2016,10,2,1,54,1,15,US-Mexico border crossing,639,712,2,15.6788876,-93.2305494
2016,10,6,3,104,1,66,Horn of Africa to Yemen crossing,606,862,4,9.5575102,41.8113306
2016,10,6,9,104,6,52,Sahara Desert crossing,100,862,8,30.2723743,19.0741052
2016,10,6,3,104,5,66,Sahara Desert crossing,1240,862,4,12.9944787,36.1824054
2016,10,6,9,104,3,66,Sahara Desert crossing,127,862,8,31.199,29.89438
2016,10,6,3,104,6,133,Sahara Desert crossing,228,862,4,11.5806779,37.3103831
2016,10,0,11,59,1,52,Darien,2227,444,11,1.1983568,-77.269367
2016,10,2,1,60,1,132,US-Mexico border crossing,293,1250,2,20.129511,-104.4682014
2016,10,6,3,104,1,66,Horn of Africa to Yemen crossing,808,862,4,9.3128486,42.1006391
2016,10,6,3,104,1,52,Horn of Africa to Yemen crossing,287,862,4,10.4325373,44.9946415
2016,10,6,3,104,1,52,Horn of Africa to Yemen crossing,1409,862,4,8.4066579,48.4713577
2016,10,2,1,60,1,132,US-Mexico border crossing,1654,347,2,16.0890422,-93.774371
2016,10,6,3,104,5,132,Sahara Desert crossing,788,862,4,12.601127,37.4389385
2016,10,6,3,104,1,52,Sahara Desert crossing,2400,862,4,-9.3103227,32.752266
2016,10,6,3,104,1,66,Sahara Desert crossing,1246,862,4,-5.0448997,32.0644998
2016,10,10,1,104,1,132,US-Mexico border crossing,1498,989,2,18.9202545,-98.1347244
2016,10,2,1,60,44,52,US-Mexico border crossing,2516,258,2,23.4586802,-105.5015737
2016,10,2,1,60,1,132,US-Mexico border crossing,2262,954,2,27.0535507,-109.4414337
2016,10,28,18,100,1,133,Syria to Türkiye,97,1082,19,37.2857511,42.1994163
2016,10,0,11,34,1,33,Darien,2422,457,11,-21.0174131,-68.9435313
2016,10,23,9,104,1,133,Sahara Desert crossing,2100,808,8,32.7811016,12.4495221
2016,11,2,1,54,1,66,US-Mexico border crossing,1004,512,2,16.495043,-95.1357525
2016,11,19,13,75,60,15,Horn of Africa to Yemen crossing,1527,20,13,-1.4674013,123.0062604
2016,11,19,13,82,5,15,Afghanistan to Iran,1331,96,13,20.9649223,92.2139799
2016,11,0,1,59,1,66,Darien,865,978,2,9.9513947,-84.1168109
2016,11,2,1,60,1,132,US-Mexico border crossing,321,276,2,18.1404396,-93.4512256
2016,11,6,9,104,1,52,Sahara Desert crossing,925,862,8,19.3550784,32.6471324
2016,11,6,3,104,3,52,Sahara Desert crossing,165,862,4,11.9341684,36.8649179
2016,11,19,13,82,1,133,Sahara Desert crossing,2453,20,13,21.7516438,92.6041005
2016,11,5,5,47,1,132,Central Mediterranean,1510,947,16,46.0991713,10.7746988
2016,11,10,1,104,1,132,US-Mexico border crossing,1117,411,2,18.2681566,-95.8969461
2016,11,6,3,104,1,66,Horn of Africa to Yemen crossing,1417,862,4,9.5488981,44.0293346
2016,11,0,11,34,1,33,Darien,513,166,11,-19.3626446,-68.982765
2016,11,6,3,104,1,33,Sahara Desert crossing,164,862,4,17.5027901,38.5262201
2016,11,6,3,104,1,52,Horn of Africa to Yemen crossing,1490,862,4,11.7911451,42.8774955
2016,11,6,3,104,2,52,Horn of Africa to Yemen crossing,1429,862,4,9.3521044,42.7773712
2016,11,6,3,104,1,52,Sahara Desert crossing,167,862,4,-3.3981431,36.6421932
2016,11,5,5,47,1,132,Central Mediterranean,1378,482,16,46.4892313,11.3121383
2016,11,6,9,104,1,52,Sahara Desert crossing,1938,862,8,32.7703544,12.376176
2016,11,2,1,104,1,52,US-Mexico border crossing,297,860,2,16.7459857,-93.1996101
2016,11,6,3,104,1,133,Horn of Africa to Yemen crossing,1080,862,4,-0.3540976,42.5278184
2016,11,6,3,104,1,52,Horn of Africa to Yemen crossing,1170,862,4,3.7933823,42.531595
2016,11,2,1,60,1,132,US-Mexico border crossing,315,69,2,18.5375878,-96.6075051
2016,11,2,1,60,1,66,US-Mexico border crossing,442,208,2,22.1645779,-100.9703437
2016,11,23,14,104,1,132,Sahara Desert crossing,363,1201,14,-26.1332102,28.2313545
2016,11,19,13,82,1,133,Sahara Desert crossing,1331,941,13,20.9649223,92.2139799
2016,12,5,5,47,2,132,Central Mediterranean,2259,39,20,47.4892495,12.0470017
2016,12,19,13,82,30,15,Afghanistan to Iran,1331,59,13,20.9649223,92.2139799
2016,12,2,1,60,1,132,US-Mexico border crossing,520,773,2,25.5463284,-103.4426442
2016,12,2,1,54,1,0,US-Mexico border crossing,1545,907,2,18.8564443,-97.1058781
2016,12,10,1,104,1,15,US-Mexico border crossing,1678,425,2,15.3540197,-93.4629774
2016,12,6,3,104,1,66,Horn of Africa to Yemen crossing,1377,862,4,10.4325373,44.9946415
2016,12,2,1,60,2,132,US-Mexico border crossing,1243,431,2,14.8629782,-92.4590608
2016,12,19,13,82,18,52,Sahara Desert crossing,1331,941,13,20.9649223,92.2139799
2016,12,6,3,104,1,52,Horn of Africa to Yemen crossing,996,862,4,9.3521044,42.7773712
2016,12,6,3,104,1,66,Horn of Africa to Yemen crossing,1188,862,8,3.22853,40.70562
2016,12,6,3,104,1,52,Horn of Africa to Yemen crossing,301,862,4,9.5575102,41.8113306
2016,12,6,3,104,1,52,Horn of Africa to Yemen crossing,1408,862,4,8.4066579,48.4713577
2016,12,6,3,104,4,52,Sahara Desert crossing,2400,862,4,-9.3103227,32.752266
2016,12,6,3,104,2,132,Sahara Desert crossing,215,862,4,12.5561539,37.4133395
2016,12,19,13,82,1,133,Sahara Desert crossing,2217,244,15,21.1246874,92.1928428
2016,12,6,3,104,1,15,Sahara Desert crossing,2215,862,4,14.2923717,36.601552673
2016,12,6,3,104,12,52,Sahara Desert crossing,941,862,4,-25.9814476,32.6444985
2016,12,6,3,104,1,52,Horn of Africa to Yemen crossing,850,862,4,11.3098486,42.9243672
2016,12,0,1,59,1,132,US-Mexico border crossing,2237,1011,2,18.2681566,-95.8969461
2016,12,23,1,104,12,52,Central America to US,507,209,2,18.2681566,-95.8969461
2016,12,6,3,104,6,66,Sahara Desert crossing,933,862,4,11.4035871,40.0083679
2016,12,6,3,104,1,66,Horn of Africa to Yemen crossing,88,862,4,0.5134967,42.0688284
2016,12,19,13,82,1,133,Sahara Desert crossing,1331,941,13,20.9649223,92.2139799
2016,12,23,9,104,2,133,Sahara Desert crossing,2389,808,8,32.8872094,13.1913383
2016,12,23,9,104,4,133,Sahara Desert crossing,2100,808,8,32.75282775,12.4749279838
2017,1,28,18,100,2,33,Syria to Türkiye,1298,39,19,33.3555588,35.7386808
2017,1,2,1,60,1,132,US-Mexico border crossing,316,444,2,27.1934864,-104.1453631
2017,1,2,1,60,1,133,US-Mexico border crossing,2369,733,2,19.4126575,-98.1572127
2017,1,6,3,104,3,52,Sahara Desert crossing,1253,862,4,12.9529528,36.1482918
2017,1,6,3,104,1,52,Horn of Africa to Yemen crossing,299,862,4,3.713282,43.8759565
2017,1,6,3,104,2,132,Sahara Desert crossing,888,862,4,14.2782317,36.596317
2017,1,6,3,104,1,66,Horn of Africa to Yemen crossing,1428,862,4,9.3521044,42.7773712
2017,1,6,3,104,9,52,Sahara Desert crossing,276,862,4,-19.7768669,34.7989137
2017,1,6,3,104,3,132,Sahara Desert crossing,1245,862,4,-10.7027877,37.7745747
2017,1,19,13,64,31,15,Horn of Africa to Yemen crossing,358,26,13,2.108667,104.0113461
2017,1,0,0,59,68,15,Caribbean to US,359,1038,0,21.6530791,-72.0586737
2017,11,23,5,104,1,52,Eastern Mediterranean,1297,39,16,41.2443761,26.1359431
2017,11,22,17,104,1,66,Sahara Desert crossing,237,862,18,-8.0028892,12.6392316
2017,11,25,12,104,1,132,Afghanistan to Iran,1543,864,15,29.945985,61.913843
2017,1,23,9,104,3,66,Sahara Desert crossing,2077,808,8,32.86875614,13.18721843
2017,2,2,1,78,1,132,US-Mexico border crossing,2332,803,2,26.0713913,-108.7840381
2017,2,2,1,54,1,132,US-Mexico border crossing,2291,384,2,19.1834166,-96.1866971
2017,2,10,1,104,1,132,US-Mexico border crossing,2364,996,2,23.25788348,-106.41940534
2017,2,10,1,104,1,132,US-Mexico border crossing,826,466,2,20.7684452,-104.0882357
2017,2,19,13,64,13,15,Horn of Africa to Yemen crossing,1481,26,13,6.2520549,116.1447512
2017,2,10,1,104,1,132,US-Mexico border crossing,2010,1105,2,19.6955139,-98.8961571
2017,2,2,1,60,1,15,US-Mexico border crossing,1874,385,2,18.8366003,-97.1100425
2017,2,6,3,104,1,66,Horn of Africa to Yemen crossing,1394,862,4,9.605039,41.8206189
2017,2,2,1,104,2,132,US-Mexico border crossing,2381,868,2,27.9147934,-110.9429356
2017,2,6,3,104,1,133,Horn of Africa to Yemen crossing,1381,862,4,9.5206381,45.5288885
2017,2,10,1,104,1,132,US-Mexico border crossing,825,952,2,20.4785052,-100.97811
2017,2,22,9,104,13,132,Sahara Desert crossing,353,586,8,32.677012,14.2451942
2017,2,6,9,104,7,52,Sahara Desert crossing,2389,862,8,32.8629706,13.1215797
2017,2,10,1,104,1,132,US-Mexico border crossing,843,396,2,15.12214,-92.7137316
2017,2,26,5,76,1,132,Italy to France,1521,746,20,45.8430697,9.0001803
2017,2,28,18,100,1,133,Syria to Türkiye,2419,1082,19,36.0678687,36.3137406
2017,2,23,9,104,2,66,Sahara Desert crossing,2100,808,8,32.79726436,12.4042035
2017,3,23,9,104,22,133,Afghanistan to Iran,1938,586,8,32.7959606,12.4022547
2017,3,2,1,60,1,132,US-Mexico border crossing,1082,718,2,13.8197751,-89.2587345
2017,3,2,1,60,1,132,US-Mexico border crossing,2311,990,2,16.3206382,-95.2577001
2017,3,2,1,60,1,132,US-Mexico border crossing,2376,1202,2,25.4303723,-101.0537851
2017,3,2,1,43,1,132,US-Mexico border crossing,1465,712,2,16.1214346,-92.0618762
2017,3,2,1,60,1,133,US-Mexico border crossing,2337,347,2,17.8336386,-93.9362737
2017,3,2,1,60,2,133,US-Mexico border crossing,507,994,2,18.1346253,-94.4979664
2017,3,25,12,104,1,52,Afghanistan to Iran,1542,862,15,31.338781,61.851076
2017,3,2,1,60,1,133,US-Mexico border crossing,2280,347,2,17.827772,-93.4087205
2017,3,10,1,104,1,52,US-Mexico border crossing,1526,933,2,20.4628344,-103.4530629
2017,3,28,18,66,1,15,Syria to Türkiye,1835,298,19,37.24815612,43.56737843
2017,3,28,18,100,3,15,Syria to Türkiye,1837,1039,19,36.9728852,44.2651806
2017,3,25,18,104,1,15,Iran to Türkiye,1835,299,19,37.1585332,42.3724093
2017,3,6,3,104,30,132,Horn of Africa to Yemen crossing,1441,862,4,11.6476888,42.3954249
2017,4,28,5,66,1,132,Western Mediterranean,241,118,10,52.064073,-1.3736467
2017,4,2,1,78,1,15,US-Mexico border crossing,1112,254,2,26.0713913,-108.7840381
2017,4,23,5,104,1,132,Central Mediterranean,369,974,16,45.7863243,12.8106888
2017,4,10,1,104,1,132,US-Mexico border crossing,2341,77,2,26.06898199,-108.78504661
2017,4,14,1,104,1,132,US-Mexico border crossing,2274,1196,2,19.9806027,-99.1847128
2017,4,2,1,60,1,132,US-Mexico border crossing,636,977,2,17.9473795,-93.6800339
2017,4,5,3,49,1,66,Horn of Africa to Yemen crossing,775,562,4,11.7405956,42.2095918
2017,4,19,13,82,1,133,Sahara Desert crossing,1322,20,13,21.0865014,92.4724902
2017,4,23,5,104,1,66,Central Mediterranean,870,220,16,41.111268,16.7755346
2017,4,25,12,104,1,52,Afghanistan to Iran,1184,862,15,28.530221,77.207481
2017,4,10,1,104,1,132,US-Mexico border crossing,2345,799,2,26.0669181,-108.7904701
2017,4,25,18,104,2,133,Syria to Türkiye,83,862,19,36.756915,35.496817
2017,4,23,9,104,1,66,Sahara Desert crossing,2100,808,8,32.78400606,12.52299317
2017,4,23,9,104,2,33,Sahara Desert crossing,2100,808,8,32.79670521,12.49415406
2017,4,23,9,104,1,133,Sahara Desert crossing,2100,808,8,32.80188175,12.4495221
2017,5,25,12,104,1,133,Syria to Türkiye,1051,862,15,34.345054,46.394393
2017,5,23,5,104,1,132,English Channel to the UK,687,1126,20,48.8809481,2.353125
2017,5,10,1,104,1,132,US-Mexico border crossing,2313,254,2,26.71749178,-108.44393939
2017,5,2,1,43,2,132,US-Mexico border crossing,1012,935,2,20.4660351,-97.258777
2017,5,10,1,104,1,132,US-Mexico border crossing,514,481,2,29.0729673,-110.9559192
2017,5,2,1,54,1,15,US-Mexico border crossing,1714,976,2,32.3594779,-117.1274425
2017,5,25,12,104,9,133,Afghanistan to Iran,2071,862,15,27.406942,62.706256
2017,5,10,1,104,1,132,US-Mexico border crossing,1017,188,2,17.9125475,-94.0875367
2017,5,0,0,59,1,15,Caribbean to US,686,92,0,25.10864487,-76.17220031
2017,5,5,3,49,8,132,Comoros to Mayotte,947,610,4,-10.3309998,30.0653555
2017,5,19,12,90,1,133,Afghanistan to Iran,1687,1125,15,32.0426561,75.390906
2017,5,19,13,15,4,132,Afghanistan to Iran,37,1114,13,13.9050107,101.7979613
2017,5,25,12,104,1,33,Afghanistan to Iran,1050,862,15,29.4850089,57.6439048
2017,5,19,4,8,1,0,Afghanistan to Iran,496,309,5,22.22350536,113.922005
2017,5,26,10,53,1,33,US-Mexico border crossing,1462,162,9,48.9112874,-96.3547818
2017,5,25,12,104,1,66,Afghanistan to Iran,328,862,15,28.58381,77.247466
2017,5,2,1,54,1,132,US-Mexico border crossing,2384,178,2,18.2924915,-96.2979667
2017,5,25,12,104,1,133,Afghanistan to Iran,2484,862,15,29.20885,63.043307
2017,5,10,1,104,1,132,US-Mexico border crossing,2305,1237,2,26.7865583,-101.4323641
2017,5,23,17,104,4,133,Sahara Desert crossing,402,862,18,12.34599405,13.96505043
2017,5,23,9,104,10,133,Sahara Desert crossing,2389,808,8,32.8883626,13.20919108
2017,5,23,9,104,1,52,Sahara Desert crossing,2389,808,8,32.88490295,13.18172526
2017,5,23,9,104,2,33,Sahara Desert crossing,2389,808,8,32.89161208,13.21975322
2017,5,23,9,104,5,33,Sahara Desert crossing,2389,808,8,32.8872094,13.1913383
2017,6,10,1,104,1,52,US-Mexico border crossing,1525,873,2,25.4508878,-102.2144018
2017,6,23,9,104,1,132,Sahara Desert crossing,2061,586,8,32.78034885,12.71280693
2017,6,12,9,104,7,132,Sahara Desert crossing,946,586,8,32.743053,13.7073097
2017,6,22,5,104,1,132,Central Mediterranean,1492,45,20,47.9228547,12.0702646
2017,6,23,17,104,1,66,Sahara Desert crossing,2064,862,18,11.3223834,-5.6983979
2017,6,25,12,104,1,33,Afghanistan to Iran,1543,864,15,29.960203,61.314214
2017,6,25,12,104,1,132,Afghanistan to Iran,328,864,15,28.58381,77.247466
2017,6,25,12,104,1,52,Afghanistan to Iran,983,864,15,28.575817,77.277431
2017,6,2,1,60,1,132,US-Mexico border crossing,2340,803,2,23.0902207,-106.1527717
2017,6,23,17,104,1,66,Sahara Desert crossing,1126,862,18,6.5243793,3.3792057
2017,6,23,17,104,1,66,Sahara Desert crossing,1033,862,18,12.0021794,8.5919561
2017,6,6,9,104,2,52,Sahara Desert crossing,2389,862,8,32.88562372,13.18395686
2017,6,6,3,104,10,52,Sahara Desert crossing,1255,862,4,12.954462,36.1572559
2017,6,2,1,43,1,132,US-Mexico border crossing,1013,1239,2,16.40602,-95.6114956
2017,6,6,3,104,3,52,Sahara Desert crossing,1255,862,4,12.954462,36.1572559
2017,6,23,9,104,2,133,Sahara Desert crossing,1264,808,8,32.3255884,15.0992556
2017,6,23,9,104,1,133,Sahara Desert crossing,2389,808,8,32.87336981,13.18584514
2017,6,23,9,104,2,133,Sahara Desert crossing,2100,808,8,32.74414712,12.43853577
2017,6,23,9,104,3,133,Sahara Desert crossing,2100,808,8,32.80534464,12.50033387
2017,6,23,9,104,1,133,Sahara Desert crossing,2100,808,8,32.80188175,12.44402894
2017,7,6,9,104,2,33,Sahara Desert crossing,284,862,8,32.0947711,20.1879106
2017,7,2,1,60,1,132,US-Mexico border crossing,2358,281,2,17.6385911,-92.1968964
2017,7,10,1,104,1,15,US-Mexico border crossing,1112,254,2,26.4161063,-108.6354629
2017,7,25,12,104,3,133,Afghanistan to Iran,1543,862,15,29.945985,61.913843
2017,7,23,17,104,1,133,Sahara Desert crossing,237,862,18,12.7330152,-8.00700907
2017,7,23,17,104,1,52,Sahara Desert crossing,237,862,18,12.74239166,-7.99052958
2017,7,6,3,104,4,52,Horn of Africa to Yemen crossing,1145,862,4,0.3529565,40.870275
2017,7,10,1,104,1,132,US-Mexico border crossing,2329,1239,2,26.1266867,-101.0753352
2017,7,2,1,43,1,133,US-Mexico border crossing,260,272,2,14.9958182,-92.1671288
2017,7,2,1,54,1,132,US-Mexico border crossing,2265,286,2,15.4329682,-92.8978399
2017,7,10,1,104,1,132,US-Mexico border crossing,2344,843,2,26.03068939,-99.20537314
2017,7,10,1,104,1,132,US-Mexico border crossing,2310,888,2,16.2865309,-94.1929799
2017,7,23,9,104,5,133,Sahara Desert crossing,2389,808,8,32.8872094,13.1913383
2017,8,23,1,104,4,15,Central America to US,1716,741,2,11.67349817,-86.37894783
2017,8,2,1,43,1,132,US-Mexico border crossing,2365,444,2,15.1466006,-92.4221065
2017,8,10,1,104,1,15,US-Mexico border crossing,1112,254,2,26.0713913,-108.7840381
2017,8,23,13,104,2,33,Sahara Desert crossing,1103,1147,13,3.233046,101.610573
2017,8,2,1,54,1,132,US-Mexico border crossing,1287,1202,2,25.4546718,-100.850791
